"Detenteur de la position courte nette";"Legal Entity Identifier detenteur";"Emetteur / issuer";"Ratio";"code ISIN";"Date de debut position";"Date de debut de publication position";"Date de fin de publication position"
"ALPINE HERITAGE, L.P.";"549300K7LRS1N21P0D09";"PUBLICIS GROUPE SA";"0.61";"FR0000130577";"2013-11-04";"2013-11-05";"2014-05-12"
"ALPINE HERITAGE, L.P.";"549300K7LRS1N21P0D09";"PUBLICIS GROUPE SA";"0.51";"FR0000130577";"2013-10-25";"2013-10-26";"2014-05-12"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.39";"FR0000120164";"2015-06-17";"2015-06-18";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.76";"FR0000120164";"2015-06-02";"2015-06-03";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.6";"FR0000120164";"2015-05-06";"2015-05-08";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.83";"FR0000120164";"2015-04-22";"2015-04-23";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.78";"FR0000120164";"2015-04-21";"2015-04-22";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.67";"FR0000120164";"2015-03-26";"2015-03-27";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.86";"FR0000120164";"2015-03-23";"2015-03-24";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"1.14";"FR0000120164";"2015-03-20";"2015-03-23";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"1.36";"FR0000120164";"2015-03-17";"2015-03-18";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"1.26";"FR0000120164";"2015-03-16";"2015-03-17";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"1.14";"FR0000120164";"2015-03-13";"2015-03-16";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.64";"FR0000120164";"2015-03-06";"2015-03-09";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.71";"FR0000120164";"2015-03-05";"2015-03-06";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.84";"FR0000120164";"2015-02-27";"2015-03-02";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"1.01";"FR0000120164";"2015-01-28";"2015-01-29";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.93";"FR0000120164";"2015-01-08";"2015-01-09";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.85";"FR0000120164";"2015-01-06";"2015-01-07";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.62";"FR0000120164";"2014-12-22";"2014-12-24";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"CGG";"0.53";"FR0000120164";"2014-12-18";"2014-12-19";"2015-06-19"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"ICADE";"0.0";"FR0000035081";"2013-07-25";"2013-07-26";"2013-07-29"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"ICADE";"1.24";"FR0000035081";"2013-06-28";"2013-07-02";"2013-07-29"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"ICADE";"1.32";"FR0000035081";"2013-07-01";"2013-07-02";"2013-07-29"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"ICADE";"1.16";"FR0000035081";"2013-02-15";"2013-02-18";"2013-07-29"
"AMBER CAPITAL UK LLP";"549300K154U0853ZW995";"ICADE";"1.27";"FR0000035081";"2012-11-01";"2012-11-30";"2013-07-29"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"CASINO GUICHARD-PERRACHON";"0.46";"FR0000125585";"2018-07-05";"2018-07-06";"2018-07-09"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"CASINO GUICHARD-PERRACHON";"0.6";"FR0000125585";"2018-07-04";"2018-07-05";"2018-07-09"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"CASINO GUICHARD-PERRACHON";"0.53";"FR0000125585";"2018-06-05";"2018-06-06";"2018-07-09"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"CASINO GUICHARD-PERRACHON";"0.49";"FR0000125585";"2018-06-01";"2018-06-04";"2018-06-05"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"CASINO GUICHARD-PERRACHON";"0.5";"FR0000125585";"2018-05-31";"2018-06-01";"2018-06-05"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"MERCIALYS";"0.49";"FR0010241638";"2018-08-13";"2018-08-14";"2018-08-15"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"MERCIALYS";"0.59";"FR0010241638";"2018-07-31";"2018-08-01";"2018-08-15"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"MERCIALYS";"0.69";"FR0010241638";"2018-07-23";"2018-07-24";"2018-08-15"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"MERCIALYS";"0.71";"FR0010241638";"2018-06-06";"2018-06-07";"2018-08-15"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"MERCIALYS";"0.61";"FR0010241638";"2018-03-02";"2018-03-05";"2018-08-15"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"MERCIALYS";"0.54";"FR0010241638";"2018-02-09";"2018-02-12";"2018-08-15"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"RALLYE";"0.49";"FR0000060618";"2018-07-23";"2018-07-24";"2018-07-25"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"RALLYE";"0.59";"FR0000060618";"2018-06-21";"2018-06-22";"2018-07-25"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"RALLYE";"0.62";"FR0000060618";"2018-03-08";"2018-03-09";"2018-07-25"
"AMIA CAPITAL LLP";"549300UO4SF2KO2FE619";"RALLYE";"0.54";"FR0000060618";"2018-03-06";"2018-03-07";"2018-07-25"
"ANCHOR BOLT CAPITAL, LP";"549300ZH01NHCGMTW584";"AIR FRANCE-KLM";"0.35";"FR0000031122";"2018-06-12";"2018-06-13";"2018-06-14"
"ANCHOR BOLT CAPITAL, LP";"549300ZH01NHCGMTW584";"AIR FRANCE-KLM";"0.52";"FR0000031122";"2018-06-07";"2018-06-08";"2018-06-14"
"ANCHOR BOLT CAPITAL, LP";"549300ZH01NHCGMTW584";"FORVIA";"0.56";"FR0000121147";"2019-01-21";"2019-01-22";""
"ANCHOR BOLT CAPITAL, LP";"549300ZH01NHCGMTW584";"FORVIA";"0.61";"FR0000121147";"2019-01-09";"2019-01-10";""
"ANCHOR BOLT CAPITAL, LP";"549300ZH01NHCGMTW584";"FORVIA";"0.73";"FR0000121147";"2019-01-04";"2019-01-07";""
"ANCHOR BOLT CAPITAL, LP";"549300ZH01NHCGMTW584";"FORVIA";"0.61";"FR0000121147";"2018-12-28";"2018-12-29";""
"ANCHORAGE CAPITAL GROUP, L.L.C.";"ZMMMIWGPLCGM02OPGM14";"ORPEA";"0.01";"FR0000184798";"2023-12-01";"2023-12-04";"2023-12-05"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"GAZTRANSPORT ET TECHNIGAZ";"0.27";"FR0011726835";"2018-02-21";"2018-02-22";"2018-02-23"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"GAZTRANSPORT ET TECHNIGAZ";"0.54";"FR0011726835";"2018-02-09";"2018-02-12";"2018-02-23"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"GAZTRANSPORT ET TECHNIGAZ";"0.76";"FR0011726835";"2018-02-08";"2018-02-09";"2018-02-23"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"GAZTRANSPORT ET TECHNIGAZ";"0.99";"FR0011726835";"2018-02-06";"2018-02-07";"2018-02-23"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"GAZTRANSPORT ET TECHNIGAZ";"1.13";"FR0011726835";"2018-02-05";"2018-02-06";"2018-02-23"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"GAZTRANSPORT ET TECHNIGAZ";"1.24";"FR0011726835";"2017-02-14";"2017-02-15";"2018-02-23"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"GAZTRANSPORT ET TECHNIGAZ";"1.13";"FR0011726835";"2017-02-10";"2017-02-13";"2018-02-23"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"GAZTRANSPORT ET TECHNIGAZ";"1.07";"FR0011726835";"2016-11-16";"2016-11-17";"2018-02-23"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"GAZTRANSPORT ET TECHNIGAZ";"0.85";"FR0011726835";"2016-11-15";"2016-11-16";"2018-02-23"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"GAZTRANSPORT ET TECHNIGAZ";"0.61";"FR0011726835";"2016-11-14";"2016-11-15";"2018-02-23"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"VALLOUREC";"0.33";"FR0000120354";"2016-01-29";"2016-02-01";"2016-02-02"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"VALLOUREC";"0.69";"FR0000120354";"2015-12-17";"2015-12-18";"2016-02-02"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"VALLOUREC";"0.7";"FR0000120354";"2015-11-12";"2015-11-14";"2016-02-02"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"VALLOUREC";"1.01";"FR0000120354";"2015-10-06";"2015-10-08";"2016-02-02"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"VALLOUREC";"0.86";"FR0000120354";"2015-09-23";"2015-09-24";"2016-02-02"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"VALLOUREC";"0.72";"FR0000120354";"2015-09-22";"2015-09-23";"2016-02-02"
"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.";"SB0XEHS3OC1WV7XZZD07";"VALLOUREC";"0.59";"FR0000120354";"2015-07-29";"2015-07-31";"2016-02-02"
"ANCHORAGE OPPORTUNITIES ADVISOR, L.L.C.";"549300CSQTEOQKHXDM02";"ORPEA";"0.01";"FR0000184798";"2023-12-01";"2023-12-04";"2023-12-05"
"ANCIENT ART, L.P.";"549300L1ZLHE6IEMWN47";"MC PHY ENERGY";"0.41";"FR0011742329";"2023-08-25";"2023-08-29";"2023-08-30"
"ANCIENT ART, L.P.";"549300L1ZLHE6IEMWN47";"MC PHY ENERGY";"0.52";"FR0011742329";"2021-01-13";"2021-01-20";"2023-08-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.49";"FR0000120404";"2022-06-06";"2022-06-07";"2022-06-08"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.5";"FR0000120404";"2022-06-01";"2022-06-02";"2022-06-08"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.49";"FR0000120404";"2022-05-20";"2022-05-23";"2022-05-24"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.5";"FR0000120404";"2022-05-04";"2022-05-05";"2022-05-24"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.49";"FR0000120404";"2022-03-23";"2022-03-24";"2022-03-25"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.51";"FR0000120404";"2022-02-07";"2022-02-08";"2022-03-25"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.49";"FR0000120404";"2020-11-16";"2020-11-17";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.59";"FR0000120404";"2020-07-23";"2020-07-24";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.6";"FR0000120404";"2020-07-22";"2020-07-23";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.59";"FR0000120404";"2020-07-21";"2020-07-22";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.61";"FR0000120404";"2020-07-20";"2020-07-21";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.58";"FR0000120404";"2020-07-07";"2020-07-08";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.68";"FR0000120404";"2020-07-01";"2020-07-02";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.87";"FR0000120404";"2020-03-25";"2020-03-26";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.99";"FR0000120404";"2020-02-28";"2020-03-02";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.0";"FR0000120404";"2020-02-27";"2020-02-28";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.99";"FR0000120404";"2020-02-07";"2020-02-10";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.08";"FR0000120404";"2020-01-24";"2020-01-27";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.1";"FR0000120404";"2020-01-23";"2020-01-24";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.09";"FR0000120404";"2020-01-10";"2020-01-13";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.18";"FR0000120404";"2019-12-23";"2019-12-24";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.29";"FR0000120404";"2019-11-12";"2019-11-13";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.3";"FR0000120404";"2019-10-24";"2019-10-25";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.2";"FR0000120404";"2019-08-28";"2019-08-29";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.1";"FR0000120404";"2019-06-20";"2019-06-21";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.01";"FR0000120404";"2019-06-06";"2019-06-07";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.91";"FR0000120404";"2019-05-23";"2019-05-24";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.81";"FR0000120404";"2019-01-10";"2019-01-11";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.79";"FR0000120404";"2018-11-28";"2018-11-29";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.8";"FR0000120404";"2018-11-01";"2018-11-02";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.79";"FR0000120404";"2018-10-15";"2018-10-16";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.88";"FR0000120404";"2018-08-09";"2018-08-10";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.99";"FR0000120404";"2018-07-20";"2018-07-23";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.09";"FR0000120404";"2018-06-20";"2018-06-21";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.18";"FR0000120404";"2018-05-30";"2018-05-31";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.29";"FR0000120404";"2018-04-26";"2018-04-27";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.39";"FR0000120404";"2018-02-28";"2018-03-01";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.48";"FR0000120404";"2018-01-26";"2018-01-30";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.59";"FR0000120404";"2018-01-17";"2018-01-18";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.69";"FR0000120404";"2018-01-03";"2018-01-04";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.79";"FR0000120404";"2017-11-30";"2017-12-01";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.89";"FR0000120404";"2017-08-23";"2017-08-24";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.99";"FR0000120404";"2017-07-12";"2017-07-13";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"2.0";"FR0000120404";"2017-06-12";"2017-06-13";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.9";"FR0000120404";"2017-05-18";"2017-05-19";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.8";"FR0000120404";"2017-04-20";"2017-04-21";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.7";"FR0000120404";"2017-03-17";"2017-03-20";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.6";"FR0000120404";"2017-02-22";"2017-02-23";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.51";"FR0000120404";"2017-02-07";"2017-02-08";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.4";"FR0000120404";"2017-01-30";"2017-01-31";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.3";"FR0000120404";"2017-01-17";"2017-01-18";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.2";"FR0000120404";"2016-12-19";"2016-12-20";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.12";"FR0000120404";"2016-11-15";"2016-11-16";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"1.0";"FR0000120404";"2016-10-31";"2016-11-01";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.91";"FR0000120404";"2016-10-17";"2016-10-18";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.8";"FR0000120404";"2016-09-30";"2016-10-03";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.7";"FR0000120404";"2016-09-21";"2016-09-22";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.61";"FR0000120404";"2016-09-08";"2016-09-09";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.5";"FR0000120404";"2016-07-19";"2016-07-20";"2020-11-18"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.49";"FR0000120404";"2016-07-18";"2016-07-19";"2016-07-20"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.51";"FR0000120404";"2016-07-13";"2016-07-14";"2016-07-20"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.6";"FR0000120404";"2016-05-10";"2016-05-11";"2016-07-20"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"ACCOR";"0.5";"FR0000120404";"2016-04-05";"2016-04-06";"2016-07-20"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.48";"FR0000031122";"2020-08-26";"2020-08-27";"2020-08-28"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.52";"FR0000031122";"2020-08-21";"2020-08-24";"2020-08-28"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.49";"FR0000031122";"2020-08-17";"2020-08-18";"2020-08-19"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.5";"FR0000031122";"2020-07-14";"2020-07-15";"2020-08-19"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.48";"FR0000031122";"2020-06-09";"2020-06-10";"2020-06-11"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.5";"FR0000031122";"2020-06-05";"2020-06-08";"2020-06-11"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.49";"FR0000031122";"2020-04-30";"2020-05-01";"2020-05-04"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.55";"FR0000031122";"2020-04-29";"2020-04-30";"2020-05-04"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.68";"FR0000031122";"2020-04-16";"2020-04-17";"2020-05-04"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.7";"FR0000031122";"2020-03-11";"2020-03-12";"2020-05-04"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.69";"FR0000031122";"2020-03-05";"2020-03-06";"2020-05-04"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.7";"FR0000031122";"2020-03-02";"2020-03-03";"2020-05-04"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.69";"FR0000031122";"2020-02-27";"2020-02-28";"2020-05-04"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.71";"FR0000031122";"2020-02-25";"2020-02-26";"2020-05-04"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.61";"FR0000031122";"2020-02-21";"2020-02-24";"2020-05-04"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.52";"FR0000031122";"2020-02-10";"2020-02-11";"2020-05-04"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.49";"FR0000031122";"2019-01-28";"2019-01-29";"2019-01-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.58";"FR0000031122";"2019-01-07";"2019-01-08";"2019-01-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.69";"FR0000031122";"2018-12-17";"2018-12-18";"2019-01-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.78";"FR0000031122";"2018-12-03";"2018-12-04";"2019-01-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.89";"FR0000031122";"2018-11-19";"2018-11-20";"2019-01-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.99";"FR0000031122";"2018-10-08";"2018-10-09";"2019-01-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"1.08";"FR0000031122";"2018-09-27";"2018-09-28";"2019-01-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"1.1";"FR0000031122";"2018-09-05";"2018-09-06";"2019-01-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"1.04";"FR0000031122";"2018-08-31";"2018-09-03";"2019-01-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.93";"FR0000031122";"2018-08-24";"2018-08-27";"2019-01-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.83";"FR0000031122";"2018-08-21";"2018-08-22";"2019-01-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.74";"FR0000031122";"2018-08-15";"2018-08-16";"2019-01-30"
"AQR CAPITAL MANAGEMENT, LLC";"549300GC5MDF1KXYMP06";"AIR FRANCE-KLM";"0.6";"FR0000031122";"2018-08-08";"2018-08-09";"2019-01-30"
